id,title,tags,difficulty
580,Important Exam,"['implementation', 'strings']",900
581,Contest for Robots,['greedy'],900
582,Sushi for Two,"['binary+search', 'greedy', 'implementation']",900
583,Beru-taxi,"['brute+force', 'geometry', 'implementation']",900
584,Death Note,"['greedy', 'implementation', 'math']",900
585,Arya and Bran,['implementation'],900
586,Silent Classroom,"['combinatorics', 'greedy']",900
587,Lunar New Year and Number Division,"['greedy', 'implementation', 'math', 'sortings']",900
588,DIY Wooden Ladder,"['greedy', 'math', 'sortings']",900
589,Garden,['implementation'],900
590,Marks,['implementation'],900
591,Hungry Student Problem,"['greedy', 'implementation']",900
592,Romaji,"['implementation', 'strings']",900
593,Perfect Squares,"['brute+force', 'implementation', 'math']",900
594,Doggo Recoloring,"['implementation', 'sortings']",900
595,Toy Army,"['math', 'number+theory']",900
596,Wizards' Duel,"['implementation', 'math']",900
597,Generous Kefa,"['brute+force', 'implementation']",900
598,Pineapple Incident,"['implementation', 'math']",900
599,Kyoya and Photobooks,"['brute+force', 'math', 'strings']",900
600,Radio Station,"['implementation', 'strings']",900
601,Greed,"['greedy', 'implementation']",900
602,Digits Sequence Dividing,"['greedy', 'strings']",900
603,Burglar and Matches,"['greedy', 'implementation', 'sortings']",900
604,New Year and Days,['implementation'],900
605,Is it rated - 2,"['*special', 'implementation', 'interactive']",900
606,Eating Soup,"['greedy', 'math']",900
607,Protect Sheep,"['brute+force', 'dfs+and+similar', 'graphs', 'implementation']",900
608,Discounts,"['greedy', 'sortings']",900
609,Stages,"['greedy', 'implementation', 'sortings']",900
610,Getting an A,"['greedy', 'sortings']",900
611,Toy Cars,['implementation'],900
612,Circle Metro,"['implementation', 'math']",900
613,Margarite and the best present,['math'],900
614,Luntik and Subsequences,"['combinatorics', 'math']",900
615,Timofey and cubes,"['constructive+algorithms', 'implementation']",900
616,Fafa and the Gates,['implementation'],900
617,A Serial Killer,"['brute+force', 'implementation', 'strings']",900
618,Sonya and Hotels,['implementation'],900
619,Bicycle Chain,"['brute+force', 'implementation']",900
620,Links and Pearls,"['implementation', 'math']",900
621,Tiling Challenge,"['greedy', 'implementation']",900
622,An abandoned sentiment from past,"['constructive+algorithms', 'greedy', 'implementation', 'sortings']",900
623,Line to Cashier,['implementation'],900
624,Valera and Plates,"['greedy', 'implementation']",900
625,Tetris,['implementation'],900
626,Search for Pretty Integers,"['brute+force', 'implementation']",900
627,Hongcow Learns the Cyclic Shift,"['implementation', 'strings']",900
628,Chess For Three,['implementation'],900
629,inc ARG,['implementation'],900
630,A Blend of Springtime,"['implementation', 'strings']",900
631,Wizards and Demonstration,"['implementation', 'math']",900
632,Collecting Beats is Fun,['implementation'],900
633,Valued Keys,"['constructive+algorithms', 'greedy', 'strings']",900
634,Alena's Schedule,['implementation'],900
635,Trip For Meal,['math'],900
636,Borya's Diagnosis,['implementation'],900
637,Wasted Time,['geometry'],900
638,Face Detection,"['implementation', 'strings']",900
639,Sinking Ship,"['implementation', 'sortings', 'strings']",900
640,Quasi-palindrome,"['brute+force', 'implementation']",900
641,Straight &lt;&lt;A&gt;&gt;,"['implementation', 'math']",900
642,Interview,"['brute+force', 'implementation']",900
643,Increasing Sequence,"['constructive+algorithms', 'implementation', 'math']",900
644,Restoring Password,"['implementation', 'strings']",900
645,Jamie and Alarm Snooze,"['brute+force', 'implementation', 'math']",900
646,George and Sleep,['implementation'],900
647,Antipalindrome,"['brute+force', 'implementation', 'strings']",900
648,The Useless Toy,['implementation'],900
649,Aramic script,"['implementation', 'strings']",900
650,Metro,['graphs'],900
651,Neverending competitions,"['implementation', 'math']",900
652,Comparing Two Long Integers,"['implementation', 'strings']",900
653,Mister B and Book Reading,['implementation'],900
654,Squares,"['greedy', 'implementation', 'sortings']",900
655,Mashmokh and Lights,['implementation'],900
656,Lever,"['implementation', 'math']",900
657,Buggy Sorting,"['constructive+algorithms', 'greedy', 'sortings']",900
658,Lucky Year,['implementation'],900
659,The Time,['implementation'],900
660,Bark to Unlock,"['brute+force', 'implementation', 'strings']",900
661,Mammoth's Genome Decoding,"['implementation', 'strings']",900
662,Exams,"['implementation', 'math']",900
663,Bear and Three Balls,"['brute+force', 'implementation', 'sortings']",900
664,Dividing Orange,['implementation'],900
665,Squats,['implementation'],900
666,Interview with Oleg,"['implementation', 'strings']",900
667,Kitchen Utensils,[],900
668,Waste Sorting,"['greedy', 'implementation']",900
669,Postcards and photos,['implementation'],900
670,Oleg and shares,"['implementation', 'math']",900
671,University Classes,['implementation'],900
672,Indian Summer,['implementation'],900
673,123-sequence,['implementation'],900
674,Subtractions,"['math', 'number+theory']",900
675,Power Consumption Calculation,['implementation'],900
676,Bmail Computer Network,"['*special', 'dfs+and+similar', 'trees']",900
677,Rock-paper-scissors,"['implementation', 'schedules']",900
678,Network Configuration,"['greedy', 'sortings']",900
679,Codecraft III,['implementation'],900
680,Ksusha the Squirrel,"['brute+force', 'implementation']",900
681,Poster,"['greedy', 'implementation']",900
682,Balls of Buma,[],900
683,Lazyland,[],900
684,Hexagonal numbers,"['*special', 'implementation']",900
685,From Zero To Y,"['*special', 'math']",900
686,Theatre Square,['math'],1000
687,String Task,"['implementation', 'strings']",1000
688,Young Physicist,"['implementation', 'math']",1000
689,Chat room,"['greedy', 'strings']",1000
690,Lucky Division,"['brute+force', 'number+theory']",1000
691,Expression,"['brute+force', 'math']",1000
692,cAPS lOCK,"['implementation', 'strings']",1000
693,Dragons,"['greedy', 'sortings']",1000
694,Xenia and Ringroad,['implementation'],1000
695,New Year Transportation,"['dfs+and+similar', 'graphs', 'implementation']",1000
696,Raising Bacteria,['bitmasks'],1000
697,New Year Candles,['implementation'],1000
698,Move Brackets,"['greedy', 'strings']",1000
699,Olesya and Rodion,['math'],1000
700,Football,['strings'],1000
701,Road To Zero,"['greedy', 'math']",1000
702,Multiplication Table,"['implementation', 'number+theory']",1000
703,Dreamoon and Stairs,"['implementation', 'math']",1000
704,Board Moves,['math'],1000
705,Lecture,"['implementation', 'strings']",1000
706,Arpas hard exam and Mehrdads naive cheat,"['implementation', 'math', 'number+theory']",1000
707,The number of positions,['math'],1000
708,Berland Poker,"['brute+force', 'greedy', 'math']",1000
709,Nastia and Nearly Good Numbers,"['constructive+algorithms', 'math', 'number+theory']",1000
710,Bad Ugly Numbers,"['constructive+algorithms', 'number+theory']",1000
711,Buttons,"['implementation', 'math']",1000
712,New Theatre Square,"['brute+force', 'dp', 'greedy', 'implementation', 'two+pointers']",1000
713,Not Adjacent Matrix,['constructive+algorithms'],1000
714,K-divisible Sum,"['binary+search', 'constructive+algorithms', 'greedy', 'math']",1000
715,Payment Without Change,['math'],1000
716,Maria Breaks the Self-isolation,"['greedy', 'sortings']",1000
717,String LCM,"['brute+force', 'math', 'number+theory', 'strings']",1000
718,Little Artem,['constructive+algorithms'],1000
719,Lovely Palindromes,"['constructive+algorithms', 'math']",1000
720,Regular Bracket Sequence,"['constructive+algorithms', 'greedy']",1000
721,Balanced Remainders,"['brute+force', 'constructive+algorithms', 'math']",1000
722,Donut Shops,"['greedy', 'implementation', 'math']",1000
723,Mahmoud and a Triangle,"['constructive+algorithms', 'geometry', 'greedy', 'math', 'number+theory', 'sortings']",1000
724,Cormen --- The Best Friend Of a Man,"['dp', 'greedy']",1000
725,Captain Flint and a Long Voyage,"['greedy', 'math']",1000
726,Boboniu Likes to Color Balls,"['brute+force', 'math']",1000
727,Johnny and Ancient Computer,['implementation'],1000
728,Present from Lena,"['constructive+algorithms', 'implementation']",1000
729,Jzzhu and Children,['implementation'],1000
730,Filling Shapes,"['dp', 'math']",1000
731,Game 23,"['implementation', 'math']",1000
732,Bogosort,"['constructive+algorithms', 'sortings']",1000
733,Red and Blue,"['dp', 'greedy']",1000
734,Different Divisors,"['binary+search', 'constructive+algorithms', 'greedy', 'math', 'number+theory']",1000
735,Free Cash,['implementation'],1000
736,Mahmoud and Longest Uncommon Subsequence,"['constructive+algorithms', 'strings']",1000
737,Maximum Cost Deletion,"['greedy', 'math']",1000
738,Double-ended Strings,"['brute+force', 'implementation', 'strings']",1000
739,Array Cancellation,"['constructive+algorithms', 'implementation']",1000
740,Sage's Birthday (easy version),"['binary+search', 'constructive+algorithms', 'greedy', 'sortings']",1000
741,Phoenix and Puzzle,"['brute+force', 'geometry', 'math', 'number+theory']",1000
742,JOE is on TV!,"['combinatorics', 'greedy', 'math']",1000
743,Buying Torches,['math'],1000
744,Jeff and Digits,"['brute+force', 'implementation', 'math']",1000
745,Towers,['sortings'],1000
746,Bear and Finding Criminals,"['constructive+algorithms', 'implementation']",1000
747,Letters,"['binary+search', 'implementation', 'two+pointers']",1000
748,k-String,"['implementation', 'strings']",1000
749,Books Exchange (easy version),"['dsu', 'math']",1000
750,Life Without Zeros,['implementation'],1000
751,Binary Removals,"['brute+force', 'dp', 'greedy', 'implementation']",1000
752,Add and Divide,"['brute+force', 'greedy', 'math', 'number+theory']",1000
753,Assigning to Classes,"['greedy', 'implementation', 'sortings']",1000
754,Valera and X,['implementation'],1000
755,Numbers on Whiteboard,"['constructive+algorithms', 'data+structures', 'greedy', 'implementation', 'math']",1000
756,Petr and Book,['implementation'],1000
757,Social Network (easy version),['implementation'],1000
758,Supercentral Point,['implementation'],1000
759,DZY Loves Strings,"['greedy', 'implementation']",1000
760,Drazil and Date,['math'],1000
761,MEXor Mixup,"['bitmasks', 'greedy']",1000
762,Polycarp Training,"['data+structures', 'greedy', 'sortings']",1000
763,BowWow and the Timetable,['math'],1000
764,Magic Stick,['math'],1000
765,Ania and Minimizing,"['greedy', 'implementation']",1000
766,Contest Start,"['combinatorics', 'geometry', 'greedy', 'math']",1000
767,Dima and Friends,"['implementation', 'math']",1000
768,Scenes From a Memory,"['brute+force', 'constructive+algorithms', 'implementation', 'math', 'number+theory']",1000
769,Badge,"['brute+force', 'dfs+and+similar', 'graphs']",1000
770,Mike and palindrome,"['brute+force', 'constructive+algorithms', 'strings']",1000
771,Water Lily,"['geometry', 'math']",1000
772,Valera and Antique Items,['implementation'],1000
773,Sport Mafia,"['binary+search', 'brute+force', 'math']",1000
774,Chess Tournament,['constructive+algorithms'],1000
775,Valerii Against Everyone,"['constructive+algorithms', 'data+structures', 'greedy', 'sortings']",1000
776,Sum of Digits,['implementation'],1000
777,Disturbed People,['greedy'],1000
778,Permutation Minimization by Deque,"['constructive+algorithms', 'greedy', 'math']",1000
779,Broken Keyboard,"['brute+force', 'strings', 'two+pointers']",1000
780,Circle of Students,['implementation'],1000
781,Pasha and Stick,"['combinatorics', 'math']",1000
782,Candy Bags,['implementation'],1000
783,Single Push,['implementation'],1000
784,Grasshopper And the String,['implementation'],1000
785,2048 Game,"['brute+force', 'greedy', 'math']",1000
786,Fake NP,"['greedy', 'math']",1000
787,Minimum Integer,['math'],1000
788,Different is Good,"['constructive+algorithms', 'implementation', 'strings']",1000
789,Fair Numbers,"['brute+force', 'number+theory']",1000
790,Superhero Transformation,"['implementation', 'strings']",1000
791,Currency System in Geraldion,"['implementation', 'sortings']",1000
792,Shortest path of the king,"['greedy', 'shortest+paths']",1000
793,Ehab Fails to Be Thanos,"['constructive+algorithms', 'greedy', 'sortings']",1000
794,Appleman and Easy Task,"['brute+force', 'implementation']",1000
795,Roadside Trees (Simplified Edition),"['greedy', 'implementation']",1000
796,Save More Mice,"['binary+search', 'greedy', 'greedy']",1000
797,Balanced Rating Changes,"['implementation', 'math']",1000
798,Bear and Raspberry,"['brute+force', 'greedy', 'implementation']",1000
799,Round House,"['implementation', 'math']",1000
800,Amr and Music,"['greedy', 'implementation', 'sortings']",1000
801,Find Amir,"['constructive+algorithms', 'greedy', 'math']",1000
802,Balls of Steel,"['brute+force', 'geometry', 'greedy']",1000
803,Beautiful String,"['constructive+algorithms', 'greedy']",1000
804,Relatively Prime Pairs,"['greedy', 'math', 'number+theory']",1000
805,Character Swap (Easy Version),['strings'],1000
806,MAX-MEX Cut,"['bitmasks', 'constructive+algorithms', 'dp', 'greedy']",1000
807,Good ol' Numbers Coloring,"['math', 'number+theory']",1000
808,Middle of the Contest,['implementation'],1000
809,Dasha and Stairs,"['brute+force', 'constructive+algorithms', 'implementation', 'math']",1000
810,Strings Equalization,['strings'],1000
811,Palindromic Twist,"['implementation', 'strings']",1000
812,3-palindrome,['constructive+algorithms'],1000
813,Shuffle Hashing,"['brute+force', 'implementation', 'strings']",1000
814,Numbers Box,"['greedy', 'math']",1000
815,Rooms and Staircases,"['brute+force', 'implementation']",1000
816,Two Shuffled Sequences,"['constructive+algorithms', 'sortings']",1000
817,Integer Points,"['geometry', 'math']",1000
818,Pillars,"['greedy', 'implementation']",1000
819,Lucky Sum of Digits,"['brute+force', 'implementation']",1000
820,City Day,['implementation'],1000
821,Competitive Programmer,"['chinese+remainder+theorem', 'math']",1000
822,Diverse Substring,"['implementation', 'strings']",1000
823,Heating,['math'],1000
824,Chocolates,"['greedy', 'implementation']",1000
825,Buying a TV Set,['math'],1000
826,Watching a movie,"['greedy', 'implementation']",1000
827,Digital root,"['math', 'number+theory']",1000
828,Dice Tower,"['constructive+algorithms', 'math']",1000
829,"Pizza, Pizza, Pizza!!!",['math'],1000
830,Fox and Number Game,"['greedy', 'math']",1000
